店名,電話,住所,ジャンル
高瀬物産株式会社 八戸支店,青森県八戸市大字長苗代字前田３６１,0178-27-2900,食品、食材
伊沢米穀店,青森県青森市合浦２丁目６１,017-743-0800,食品、食材（その他）
伊沢商店,青森県青森市合浦２丁目６１,017-743-0800,食品、食材（その他）
遠田秋月堂,青森県上北郡六ヶ所村大字泊字村ノ内９０,0120-980-851,スイーツ
秋月堂,青森県上北郡六ヶ所村大字泊字村ノ内９０,0120-980-851,スイーツ
有限会社丸三商店,青森県弘前市大字駒越町７８,0172-32-0825,食品、食材（その他）
ライスショップまつみや,青森県弘前市大字外崎３丁目１１,0172-28-1310,食品、食材（その他）
種差米穀販売店,青森県八戸市大字鮫町字棚久保１４１１７,0178-38-2024,食品、食材（その他）
柳沢商店,青森県八戸市大字鮫町字棚久保１４１１７,0178-38-2024,食品、食材（その他）
光米穀,青森県十和田市大字八斗沢字八斗沢１４０６,0176-27-2207,食品、食材（その他）
有限会社マルスケインクス,青森県弘前市大字石川字石川８３,0172-92-2131,食品、食材（その他）
株式会社城東食糧,青森県弘前市大字城東中央１丁目３５,0120-277-512,食品、食材（その他）
奈良岡末造米穀株式会社 ギフト部,青森県青森市安方１丁目５１６,017-722-3516,食品、食材（その他）
奈良岡末造米穀株式会社 事務所,青森県青森市安方１丁目５１６,017-722-3516,食品、食材（その他）
相馬澄夫精米りんご店,青森県弘前市大字八代町７６,0172-32-1811,食品、食材（その他）
株式会社長幸,青森県北津軽郡中泊町大字豊岡字若松２２,0173-57-2136,食品、食材（その他）
成甚米穀・燃料,青森県つがる市木造曙２７２,0173-42-2126,食品、食材（その他）
株式会社田沢商店,青森県西津軽郡鰺ヶ沢町大字舞戸町字下富田６７５,0173-72-2635,食品、食材（その他）
須田米穀店,青森県青森市旭町３丁目１６１４,017-722-5350,食品、食材（その他）
鈴木酒店,青森県三戸郡五戸町大字浅水字浅水７６７,0178-67-2004,食品、食材（その他）
小林肥料店,青森県青森市大字宮田字玉水２３２２,017-726-2987,食品、食材（その他）
円徳商店,青森県上北郡六戸町大字下吉田字沼田１２４１０,0176-55-2056,食品、食材（その他）
木亀商店,青森県八戸市大字市川町字古館１８,0178-52-3121,食品、食材（その他）
玉熊米穀石油店,青森県青森市浪打１丁目１１１,017-741-3894,食品、食材（その他）
オトキタ酒販株式会社,青森県八戸市沼館１丁目１３５,0120-400-711,食品、食材（その他）
木村燃料商会,青森県青森市大字幸畑字松元６２１８,017-738-4669,食品、食材（その他）
木村米穀店,青森県青森市大字幸畑字松元６２１８,017-738-4669,食品、食材（その他）
有限会社三上米穀燃料,青森県青森市花園２丁目１４１８,017-741-3901,食品、食材（その他）
有限会社又一荒関商店,青森県五所川原市金木町玉水１８０７,0173-53-3125,ガソリンスタンド
有限会社石亀商店,青森県三戸郡田子町大字田子字上野ノ下タ９２８,0179-32-2015,食品、食材（その他）
有限会社小笠原国雄商店,青森県十和田市穂並町４３１,0176-23-3741,食品、食材（その他）
そうま屋米酒店,青森県南津軽郡大鰐町大字大鰐字湯野川原１０９７,0172-48-3034,食品、食材（その他）
寅常商店,青森県三戸郡階上町大字道仏字榊山１０１１,0178-89-2530,食品、食材（その他）
寅谷米穀店,青森県三戸郡階上町大字道仏字榊山１０１１,0178-89-2530,食品、食材（その他）
株式会社村中商事,青森県十和田市大字三本木字下平１９１１,0176-23-3465,食品、食材（その他）
中西米穀店,青森県下北郡東通村大字岩屋字往来１２６２,0175-47-2900,食品、食材（その他）
中西プロパン,青森県下北郡東通村大字岩屋字往来１２６２,0175-47-2900,食品、食材（その他）
澁谷省吾商店,青森県つがる市木造千代町３２,0173-42-3205,食品、食材（その他）
赤とんぼのくどう佃本店,青森県青森市佃１丁目２１８,017-741-7272,食品、食材（その他）
坂本栄七米穀肥料店,青森県北津軽郡鶴田町大字鶴田字前田３８９,0173-22-2009,食品、食材（その他）
石岡正義米店,青森県東津軽郡外ヶ浜町字蟹田中師宮本９４,0174-22-2070,食品、食材（その他）
有限会社石岡潔,青森県東津軽郡外ヶ浜町字蟹田中師宮本９４,0174-22-2070,食品、食材（その他）
有限会社八木橋商店,青森県青森市大字油川字大浜１５９１,017-788-0523,食品、食材（その他）
ぎんだ新聞店,青森県北津軽郡中泊町大字小泊字小泊２５２１,0173-64-2034,食品、食材（その他）
ぎんだ米穀店,青森県北津軽郡中泊町大字小泊字小泊２５２１,0173-64-2034,食品、食材（その他）
池義商店,青森県むつ市大畑町釣屋浜１６４,0175-34-2089,食品、食材（その他）
神米穀プロパン石油,青森県青森市桜川６丁目２２６,017-742-2005,食品、食材（その他）
株式会社頭久保本社,青森県三戸郡五戸町字油出１９２,0178-62-2151,食品、食材（その他）
月金百貨店,青森県八戸市旭ケ丘３丁目１２６,0178-25-3823,食品、食材（その他）
有限会社青菱商事,青森県平川市館田中前田１２８５,0172-44-2101,食品、食材（その他）
佐藤・米穀肥料店,青森県上北郡六戸町大字犬落瀬字押込１０３,0176-55-2036,食品、食材（その他）
有限会社タクミライス,青森県八戸市卸センター１丁目１１２５,0178-21-2212,食料品、飲料品
藤石工藤商店,青森県西津軽郡鰺ヶ沢町大字七ツ石町２３１,0173-72-2853,食品、食材（その他）
川村米穀酒店,青森県青森市大字久栗坂字浜田８１５,017-752-3527,食品、食材（その他）
いなみや菓子店,青森県弘前市大字富田１丁目６５,0172-32-0667,スイーツ
工藤米穀店新寺町店,青森県弘前市大字新寺町４６,0172-32-1932,食品、食材（その他）
有限会社藤田米穀店,青森県弘前市大字茂森町７１,0172-32-2580,食品、食材（その他）
工藤米穀燃料店,青森県青森市古川２丁目７８,017-776-4786,ガス
三浦酒店西バイパス,青森県青森市大字石江字岡部５８２,017-781-1510,酒店
有限会社きむら商店,青森県平川市高畑前田１９１８,0172-44-2471,食品、食材（その他）
きむら米穀店,青森県平川市高畑前田１９１８,0172-44-2471,食品、食材（その他）
北国お米ショップ,青森県十和田市大字三本木字野崎４０５９０,0176-58-7077,食品、食材（その他）
食品館まるちゅう,青森県むつ市本町４４,0175-22-1391,食品、食材
株式会社松商,青森県弘前市大字亀甲町８２,0172-32-2762,食品、食材（その他）
株式会社今野商事 緑ケ丘店,青森県弘前市大字緑ケ丘２丁目２１１,0172-32-6720,食品、食材（その他）
株式会社工藤熊五郎商店,青森県弘前市大字浜の町東２丁目２８,0172-32-9181,食品、食材（その他）
スーパーコイズミ,青森県上北郡六ヶ所村大字倉内字笹崎３４６,0175-74-2173,スーパー
株式会社赤平米穀店精米工場,青森県青森市佃３丁目６１３,017-742-7354,食品、食材（その他）
株式会社赤平米穀店 佃店,青森県青森市佃３丁目６１３,017-742-7354,食品、食材（その他）
有限会社辻口商店,青森県青森市古館１丁目１１８,017-743-7201,食品、食材（その他）
株式会社南部食糧,青森県八戸市大字売市字観音下６,0178-43-7998,食料品、飲料品
古川長兵衛商店,青森県北津軽郡中泊町大字中里字亀山４７１２,0173-57-2635,ドラッグストア
田村商店,青森県青森市大字浅虫字蛍谷７１１４,017-752-2873,食品、食材（その他）
成友米穀灯油肥料店,青森県青森市千刈１丁目１５１４,017-766-0257,食品、食材（その他）
八食サービスエイトこめ蔵,青森県八戸市大字河原木字神才２２２,0178-28-9315,食品、食材（その他）
八食サービスエイト,青森県八戸市大字河原木字神才２２２,0178-28-9315,食品、食材（その他）
有限会社又一荒関商店 金木給油所,青森県五所川原市金木町玉水１８０７,0173-53-3125,ガソリンスタンド
みちのく農園,青森県東津軽郡平内町大字外童子字滝ノ沢１２１３,017-757-2725,農業、林業
株式会社赤平米穀店精米工場,青森県青森市佃３丁目６１３,017-742-7354,食品、食材（その他）
株式会社赤平米穀店 佃店,青森県青森市佃３丁目６１３,017-742-7354,食品、食材（その他）
有限会社辻口商店,青森県青森市古館１丁目１１８,017-743-7201,食品、食材（その他）
株式会社弘前ガス商事 弘前松ケ枝サービスステーション,青森県弘前市大字松ケ枝１丁目２１,0172-28-2090,ガソリンスタンド
株式会社オヤマ・アグリサービス本店,青森県弘前市大字熊嶋字亀田１０７１,0172-82-3553,食品、食材（その他）
まるご木下商店,青森県下北郡風間浦村大字蛇浦字石上１８１,0175-35-2125,食品、食材
柳谷食品,青森県青森市港町１丁目１２２,017-743-1400,食品、食材
松島米穀店,青森県五所川原市松島町７丁目３８,0173-35-2253,食品、食材（その他）
木村米穀松島支店,青森県五所川原市松島町７丁目３８,0173-35-2253,食品、食材（その他）
株式会社カネマ成田商店,青森県北津軽郡板柳町大字館野越字橋元５５７,0172-77-3141,食品、食材（その他）
株式会社立田米穀商 本店,青森県青森市旭町１丁目３１７,017-776-2959,食品、食材（その他）
青森食糧株式会社,青森県青森市虹ケ丘２丁目２２,017-742-0567,食品、食材（その他）
青森食糧株式会社 肥料倉庫,青森県青森市虹ケ丘２丁目２２,017-742-0567,食品、食材（その他）
青森食糧株式会社 米倉庫,青森県青森市虹ケ丘２丁目２２,017-742-0567,食品、食材（その他）
株式会社今野商事 青山店,青森県弘前市大字青山１丁目１９５,0172-34-1847,食品、食材（その他）
株式会社ヤマネン石油ガス 本社,青森県青森市中央１丁目６２,017-773-2525,米、米店
株式会社ヤマネン石油ガス 米穀部本社,青森県青森市中央１丁目６２,017-773-2525,米、米店
株式会社大槻商店,青森県下北郡東通村大字岩屋字苦蕨平１３,0175-47-2238,ガソリンスタンド
株式会社ヤマネン石油ガス 米穀部小浜支店,青森県青森市沖館５丁目１４１０,017-781-1773,ガス事業
株式会社ヤマネン石油ガス 小浜支店,青森県青森市沖館５丁目１４１０,017-781-1773,ガス事業
株式会社ヤマネン石油ガス 米穀部造道支店,青森県青森市岡造道２丁目４３３,017-743-3311,ガス事業
株式会社ヤマネン石油ガス 造道支店,青森県青森市岡造道２丁目４３３,017-743-3311,ガス事業
有限会社山本米穀店,青森県むつ市大平町２２１,0175-24-3022,電気、事務、設備機器
有限会社壬生八十吉商店,青森県八戸市南郷大字市野沢字市野沢１６,0178-82-2161,食品、食材（その他）
株式会社壬生設備南郷支店,青森県八戸市南郷大字市野沢字市野沢１６,0178-82-2161,食品、食材（その他）
インターネットショップ銀座夢百貨,青森県八戸市大字長苗代字上中坪３５１,0120-300-385,観光案内
インターネットショップ銀座夢百貨,青森県八戸市江陽２丁目２０４,0120-300-385,観光案内
有限会社神商店,青森県青森市古川１丁目１１１６,017-777-7052,鮮魚店
間山満商店青森魚菜センター 古川店,青森県青森市古川１丁目１１１６,017-722-3769,鮮魚店
株式会社中山水産 売場,青森県弘前市大字末広１丁目６８,0172-27-4115,鮮魚店
さとう魚屋,青森県弘前市大字高杉字五反田２４７７,0172-95-3712,鮮魚店
有限会社岩正,青森県八戸市大字河原木字神才２２２,0178-28-9380,鮮魚店
徳田鮮魚店,青森県西津軽郡深浦町大字岩崎字平舘７４,0173-77-2411,鮮魚店
大間崎海峡の店,青森県下北郡大間町大字大間字大間平１７９７８,0175-37-3334,鮮魚店
滝田鮮魚店,青森県三戸郡南部町大字福田字あかね２５８,0178-84-2944,食品、食材（その他）
野呂和生商店,青森県青森市新町１丁目３７,017-773-3630,食品、食材
ヤマヒラ平野商店,青森県青森市新町１丁目３７,017-773-5588,食品、食材
みなとっと,青森県八戸市大字湊町字大沢３５１,0178-38-3741,食品、食材
三上魚店,青森県中津軽郡西目屋村大字大秋字鶴住１１１１,0172-85-2083,食品、食材（その他）
葛西魚店,青森県青森市古川１丁目１１１６,017-777-9819,食品、食材（その他）
株式会社まぐろの源ちゃん 城東店,青森県弘前市大字城東北３丁目１１６,0172-27-9580,海鮮料理
有限会社福真,青森県八戸市大字六日町３０,0178-44-2099,食品、食材（その他）
石塚商店,青森県青森市新町１丁目３７,017-777-4559,食品、食材（その他）
カネクニ藤巻商店,青森県青森市新町１丁目３７,017-775-5020,食品、食材（その他）
株式会社中山水産 事務所,青森県弘前市大字末広１丁目６８,0172-27-3501,食品、食材（その他）
溝江水産,青森県青森市古川１丁目１１１６,017-723-4656,食品、食材（その他）
株式会社まぐろの源ちゃん 虹のマート店,青森県弘前市大字駅前町１２１,0172-36-1361,食品、食材（その他）
藤本魚店,青森県弘前市大字土手町８５１,0172-36-0386,食品、食材（その他）
有限会社おのき 虹のマート店,青森県弘前市大字駅前町１２１,0172-34-2827,食品、食材（その他）
高谷鮮魚店,青森県弘前市大字中別所字電３４,0172-96-2383,食品、食材（その他）
工藤源商店,青森県弘前市大字高屋字福田７１５,0172-82-2018,食品、食材（その他）
植村魚店,青森県八戸市大字岩泉町３,0178-44-2763,食品、食材（その他）
倉内鉄四郎魚店,青森県青森市新町１丁目３７,017-773-2073,食品、食材（その他）
なつめ鮮魚店,青森県青森市古川１丁目１１１６,017-723-4643,食品、食材（その他）
澤谷俊明大衆魚鮮魚店,青森県青森市新町１丁目３７,017-722-4032,食品、食材（その他）
魚の北辰 さくら野店,青森県八戸市大字三日町１３,0178-47-5170,食品、食材（その他）
斉重魚店,青森県青森市新町１丁目３７,017-722-7104,食品、食材（その他）
有限会社神商店,青森県青森市古川１丁目２４,017-722-2007,食品、食材（その他）
工藤マグロ専門店,青森県青森市新町１丁目３７,017-773-1966,食品、食材（その他）
山田屋魚店,青森県弘前市大字茂森新町４丁目２１,0172-32-1447,食品、食材（その他）
工藤鮮魚店,青森県弘前市大字本町５５,0172-33-4980,食品、食材（その他）
有限会社小西鮮魚店,青森県八戸市大字類家字縄手下１３３,0178-22-5581,食品、食材（その他）
有限会社神商店,青森県青森市古川３丁目１５１５,017-776-4995,食品、食材（その他）
中土手魚菜センター 大高商店,青森県弘前市大字土手町８６,0172-35-8158,スーパー
大高商店,青森県弘前市大字土手町８６,0172-35-8158,スーパー
田中鮮魚店青森古川魚菜センター店,青森県青森市古川１丁目１１１６,017-722-5877,食品、食材（その他）
佐藤徳美商店,青森県青森市新町１丁目３７,017-775-0451,食品、食材（その他）
魚屋さとう,青森県青森市古川１丁目１１１６,017-777-7368,食品、食材（その他）
山谷魚店,青森県南津軽郡大鰐町大字長峰字九十九森５５１,0172-48-3645,食品、食材（その他）
加賀商店,青森県八戸市大字河原木字神才２２２,0178-28-9367,海鮮料理
大沢鮮魚店,青森県三戸郡五戸町字追分６３０,0178-62-3129,食品、食材（その他）
工藤魚菜店,青森県平川市尾上栄松８２５,0172-57-2441,食品、食材（その他）
有限会社和宏,青森県八戸市大字河原木字神才２２２,0178-28-9370,食品、食材（その他）
久六屋,青森県西津軽郡深浦町大字深浦字苗代沢７７,0173-74-2396,食品、食材（その他）
有限会社蝦名商店,青森県青森市大字戸門字見通１０９,017-788-2221,食品、食材（その他）
蛯重魚店,青森県上北郡東北町上北南２丁目３２２５,0176-56-2800,食品、食材（その他）
関川鮮魚店,青森県八戸市大字湊町字上ノ山７６３,0178-33-1005,食品、食材（その他）
中村鮮魚店,青森県八戸市長苗代１丁目７８,0178-28-2301,食品、食材（その他）
あすか 鮮魚店,青森県五所川原市字布屋町４,0173-34-3670,食品、食材（その他）
あすか鮮魚店,青森県五所川原市字布屋町４,0173-34-3670,食品、食材（その他）
秋田谷鮮魚店,青森県五所川原市字大町５０６１１,0173-34-6301,食品、食材（その他）
浅田直通魚菜店,青森県つがる市木造曙７１,0173-42-2722,食品、食材（その他）
境商店,青森県つがる市柏下古川花崎１１２１,0173-25-2708,食品、食材（その他）
瓜田鮮魚店,青森県五所川原市字大町５０６１１,0173-35-7610,食品、食材（その他）
石岡魚店,青森県五所川原市大字飯詰字福泉７９１,0173-37-2422,食品、食材（その他）
稲見魚店,青森県西津軽郡鰺ヶ沢町大字富根町１３,0173-72-2607,食品、食材（その他）
八幡丸,青森県三戸郡階上町大字道仏字浜久保１５,0178-87-3582,食品、食材（その他）
下山魚店,青森県南津軽郡大鰐町大字虹貝字大熊沢６４,0172-48-4034,食品、食材（その他）
有限会社栃木商店,青森県八戸市大字河原木字神才２２２,0178-28-9356,食品、食材（その他）
品川正人鮮魚店,青森県南津軽郡田舎館村大字畑中字上野１７９,0172-58-2624,食品、食材（その他）
大万大西自宅,青森県八戸市新湊２丁目２０１５,0178-33-0755,食品、食材（その他）
こがけ魚菜店,青森県平川市碇ヶ関古懸南不動野１９３,0172-45-2732,食品、食材（その他）
梅村魚店,青森県三戸郡三戸町大字八日町３１１,0179-23-3065,食品、食材（その他）
友栄鮮魚店,青森県八戸市白銀３丁目１５１１,0178-33-1447,食品、食材（その他）
つかさ,青森県八戸市大字金浜字荒屋敷久保２３２７,0178-39-3088,食品、食材（その他）
中村鮮魚店,青森県北津軽郡中泊町大字薄市字玉清水２２,0173-58-2517,食品、食材（その他）
木村魚店,青森県平川市李平上安原７２２,0172-57-3557,食品、食材（その他）
蝦名幸太郎魚店,青森県青森市大字飛鳥字福浦１３２,017-754-2112,食品、食材（その他）
共栄鮮魚,青森県八戸市大字鮫町字日出町７,0178-33-2470,食品、食材（その他）
魚屋,青森県上北郡おいらせ町二川目３丁目７３１７７７,0178-53-2057,食品、食材（その他）
野林鮮魚店自宅,青森県八戸市大字新井田字木戸場２６,0178-31-2359,食品、食材（その他）
飯田鮮魚店平内魚貝センター おやじの海活魚貝店,青森県東津軽郡平内町大字浜子字浜子６１,017-755-6121,食品、食材（その他）
遠島魚菜店,青森県東津軽郡平内町大字小湊字小湊１４４,017-755-3044,食品、食材（その他）
大釜魚店,青森県三戸郡五戸町字沢向２１２,0178-62-3935,食品、食材（その他）
十和田湖増殖漁業協同組合 休屋地区ひめます販売所,青森県十和田市大字奥瀬字十和田湖畔休屋４８６,0176-75-2180,食品、食材（その他）
有限会社日登商店,青森県八戸市小中野８丁目１１２０,0178-43-3487,食品、食材（その他）
鳥谷部水産,青森県東津軽郡平内町大字東滝字間木２５１,017-755-5028,食品、食材（その他）
沼尾養鯉直売所 上北町駅前,青森県上北郡東北町上北北１丁目２２２０,0176-56-3740,食品、食材（その他）
山谷魚店,青森県平川市沖館長田１２０１,0172-44-4073,食品、食材（その他）
魚河岸かさほう五所川原エルム店,青森県五所川原市大字唐笠柳字藤巻５１７１,0173-33-6323,食品、食材（その他）
かぬか魚店,青森県上北郡おいらせ町二川目４丁目７３７８６,0178-53-2076,食品、食材（その他）
久慈鮮魚店,青森県むつ市脇野沢小沢４７,0175-44-2737,食品、食材（その他）
佐々木魚店,青森県三戸郡南部町大字剣吉字大坊１０３,0178-75-0414,食品、食材（その他）
こがけ魚菜三笠店,青森県平川市碇ヶ関三笠山８５２,0172-45-2577,食品、食材（その他）
山本鮮魚店,青森県むつ市脇野沢小沢４４,0175-44-2263,食品、食材（その他）
田村鮮魚店,青森県五所川原市字大町５０６１１,0173-34-4090,食品、食材（その他）
木村鮮魚店,青森県上北郡六ヶ所村大字倉内字道ノ下１４,0175-75-2903,食品、食材（その他）
鮮魚飛鳥,青森県五所川原市字鎌谷町１３９１,0173-34-4721,食品、食材（その他）
小泊おさかな海岸,青森県北津軽郡中泊町大字小泊字折戸５１３４,0173-64-2001,海鮮料理
加藤魚店,青森県三戸郡三戸町大字同心町１７,0179-23-3774,食品、食材（その他）
有限会社吉田漁業部,青森県下北郡東通村大字尻労字下堀川２１５,0175-47-2321,食品、食材（その他）
船橋鮮魚店,青森県東津軽郡平内町大字清水川字和山８８１４,017-756-2608,食品、食材（その他）
野林鮮魚店,青森県八戸市大字湊町字久保４３１８,0178-31-4506,食品、食材（その他）
三富産業株式会社 むつ湊営業所,青森県八戸市大字湊町字大沢１,0178-34-6565,食品、食材（その他）
十和田湖増殖漁業協同組合 ひめます宇樽部販売所,青森県十和田市大字奥瀬字十和田湖畔宇樽部１１２１,0176-75-2666,食品、食材（その他）
橋本鮮魚店,青森県むつ市大畑町東町１５３,0175-34-2092,食品、食材（その他）
三共魚店,青森県十和田市東一番町５５４,0176-23-8881,持ち帰り専門、弁当
大釜魚店,青森県三戸郡五戸町字沢向２１２,0178-62-3935,食品、食材（その他）
十和田湖増殖漁業協同組合 休屋地区ひめます販売所,青森県十和田市大字奥瀬字十和田湖畔休屋４８６,0176-75-2180,食品、食材（その他）
野林鮮魚店,青森県八戸市大字湊町字久保４３１８,0178-31-4506,食品、食材（その他）
三富産業株式会社 むつ湊営業所,青森県八戸市大字湊町字大沢１,0178-34-6565,食品、食材（その他）
十和田湖増殖漁業協同組合 ひめます宇樽部販売所,青森県十和田市大字奥瀬字十和田湖畔宇樽部１１２１,0176-75-2666,食品、食材（その他）
橋本鮮魚店,青森県むつ市大畑町東町１５３,0175-34-2092,食品、食材（その他）
三共魚店,青森県十和田市東一番町５５４,0176-23-8881,持ち帰り専門、弁当
林魚店,青森県青森市浪岡大字浪岡字若松１２,0172-62-9273,食品、食材（その他）
正ちゃん,青森県むつ市大湊新町１８,0175-24-2633,食品、食材（その他）
平尾魚店煮たこ工場,青森県西津軽郡深浦町大字風合瀬字上砂子川１３３３６,0173-76-3432,食品、食材（その他）
加藤鮮魚店,青森県西津軽郡鰺ヶ沢町大字赤石町字大和田３８１,0173-72-5997,食品、食材（その他）
熊谷魚店,青森県青森市佃１丁目２０３０,017-743-0092,食品、食材（その他）
大万大西,青森県八戸市大字湊町字久保４４,0178-33-1053,食品、食材（その他）
葛西魚店,青森県南津軽郡藤崎町大字藤崎字西村井８１,0172-75-5476,食品、食材（その他）
下山魚店,青森県南津軽郡大鰐町大字虹貝字大熊沢６４,0172-48-4034,食品、食材（その他）
有限会社栃木商店,青森県八戸市大字河原木字神才２２２,0178-28-9356,食品、食材（その他）
品川正人鮮魚店,青森県南津軽郡田舎館村大字畑中字上野１７９,0172-58-2624,食品、食材（その他）
勝利商店,青森県つがる市富萢町里見３６,0173-56-2378,食品、食材（その他）
葛西鶴男鮮魚店,青森県北津軽郡鶴田町大字廻堰字上桂井４９３,0173-22-3715,食品、食材（その他）
佐々木鮮魚店,青森県むつ市横迎町２丁目１３,0175-22-2061,食品、食材（その他）
山田魚店,青森県南津軽郡大鰐町大字宿川原字川崎８４２,0172-48-2066,食品、食材（その他）
ホタテセンター,青森県むつ市大湊新町８４,0175-24-2000,食品、食材（その他）
大湊ホタテセンター,青森県むつ市大湊新町８４,0175-24-2000,食品、食材（その他）
林食料品店,青森県青森市浪岡大字浪岡字若松１２,0172-62-2077,食品、食材（その他）
関栄魚店,青森県十和田市大字奥瀬字中平６６３,0176-72-2225,食品、食材（その他）
みさ和活魚センター,青森県三沢市中央町２丁目６１６,0176-27-6961,居酒屋、ビアホール
鈴木商店,青森県むつ市大畑町東町２１,0175-34-3304,食品、食材（その他）
有限会社岩村商店 八食センター,青森県八戸市大字河原木字神才１７４,0178-28-9353,食品、食材
有限会社福真 八食センター店,青森県八戸市大字河原木字神才１７４,0178-28-9353,食品、食材
有限会社塩谷魚店,青森県青森市本町５丁目１０７,017-734-8221,食品、食材（その他）
佐藤利魚店,青森県青森市新町１丁目３７,017-722-7567,食品、食材（その他）
かろうじ五十嵐商店,青森県青森市新町１丁目３７,017-777-7087,食品、食材（その他）
有限会社田中商店,青森県青森市古川１丁目１１１６,017-777-1811,食品、食材（その他）
岩間魚店,青森県三戸郡南部町大字剣吉字荒町４２１,0178-75-0074,食品、食材（その他）
岩間仕出し店,青森県三戸郡南部町大字剣吉字荒町４２１,0178-75-0074,食品、食材（その他）
有限会社大坂商店,青森県八戸市大字湊町字久保２５３,0178-33-3305,食料品、飲料品
石岡正義米店,青森県東津軽郡外ヶ浜町字蟹田中師宮本９４,0174-22-2070,食品、食材（その他）
有限会社石岡潔,青森県東津軽郡外ヶ浜町字蟹田中師宮本９４,0174-22-2070,食品、食材（その他）
はしかみハマの駅 あるでぃーば,青森県三戸郡階上町大字道仏字大蛇２０３２０８,0178-38-3166,食料品、飲料品
十三湖産大和しじみ直売所,青森県青森市茶屋町３０１０,017-743-4337,食品、食材（その他）
海峡まぐろ水産,青森県下北郡佐井村大字佐井字黒岩１３４,0175-38-2211,食料品、飲料品
有限会社山本水産 本社・本店,青森県五所川原市字大町５０７５,0173-34-4156,食品、食材（その他）
佐藤海産,青森県三戸郡三戸町大字八日町４９２,0179-22-2277,食品、食材（その他）
建山商店,青森県平川市苗生松元東田４２１,0172-44-3892,食品、食材（その他）
有限会社マルコー田中商店 支店,青森県八戸市大字湊町字久保３８２２,0178-33-9121,食品、食材（その他）
飯田鮮魚店,青森県東津軽郡平内町大字小湊字小湊７１７,017-755-5032,食料品、飲料品
株式会社佐藤長魚の魚三 イオンモール下田店,青森県上北郡おいらせ町中野平４０１,0178-56-5601,食品、食材（その他）
有限会社山本水産 ELMの街・新鮮市場,青森県五所川原市大字唐笠柳字藤巻５１７１,0173-33-6321,食品、食材（その他）
尾崎商店,青森県八戸市新湊２丁目１５１７,0178-34-3241,食品、食材（その他）
有限会社マルコー田中商店 本社,青森県八戸市大字白銀町字三島下２４９３,0178-33-3054,食品、食材（その他）
中土手魚菜センター カサイ刺身店,青森県弘前市大字土手町８６,0172-36-2228,食品、食材（その他）
カサイ刺身店,青森県弘前市大字土手町８６,0172-36-2228,食品、食材（その他）
佐々木魚店,青森県南津軽郡大鰐町大字大鰐字前田４５３,0172-48-2343,食品、食材（その他）
ほたて屋だいえい,青森県青森市青葉２丁目４９,017-739-5653,食品、食材（その他）
株式会社魚忠,青森県下北郡大間町大字大間字大間平３７３６７,0175-37-5353,食品、食材（その他）
沼端商店,青森県上北郡東北町字鶴ケ崎５２,0175-62-2907,食品、食材（その他）
八百屋・魚屋やまむら,青森県八戸市諏訪３丁目２１,0178-73-7518,スーパー
株式会社田中屋,青森県三沢市字古間木山７４５,0176-53-5100,食品、食材
六ヶ所村 特産品販売所・六旬館,青森県上北郡六ヶ所村大字鷹架字道ノ下５６１６,0175-71-3115,スイーツ
有限会社スーパー玉井,青森県北津軽郡鶴田町大字鶴田字生松１０７１,0173-22-3114,スーパー
虹のマート石崎食料品店,青森県弘前市大字駅前町１２１,0172-32-6411,スーパー
虹のマート,青森県弘前市大字駅前町１２１,0172-32-6411,スーパー
白神温泉静観荘,青森県西津軽郡深浦町大字岩崎字平舘７４,0173-77-2411,ラーメン
静観荘,青森県西津軽郡深浦町大字岩崎字平舘７４,0173-77-2411,ラーメン
青森・下北ふるさとの会 トラベルプラザサンシャイン,青森県上北郡横浜町字大豆田１２７,0175-78-2080,食品、食材
サンシャインドライブイン,青森県上北郡横浜町字大豆田１２７,0175-78-2080,食品、食材
青森・下北ふるさとの会,青森県上北郡横浜町字大豆田１２７,0175-78-2080,食品、食材
バナナの松幸,青森県弘前市大字住吉町３６,0172-32-4539,果物、フルーツショップ
三沢市近郊やさい生産組合,青森県三沢市幸町１丁目８２１,0176-53-8486,果物、フルーツショップ
株式会社ヤマゲン工藤,青森県青森市大字石江字江渡５２５,017-781-0406,果物、フルーツショップ
八戸産地直売センター 新湊店,青森県八戸市新湊３丁目４２０,0178-33-2262,果物、フルーツショップ
田中商店,青森県弘前市大字松原東３丁目２６,0172-87-1403,食品、食材（その他）
田名部果実店,青森県八戸市内丸１丁目１５０,0178-22-1381,食品、食材（その他）
株式会社りんごや,青森県弘前市大字末広１丁目２１,0172-28-0910,食品、食材（その他）
まるよ八百屋,青森県弘前市大字浜の町西３丁目４７,0172-34-3635,食品、食材（その他）
木村八百屋,青森県青森市堤町１丁目１２６,017-735-2636,食品、食材（その他）
古川商店,青森県青森市新町１丁目３７,017-722-8781,食品、食材（その他）
長尾善博青果物店,青森県青森市中央１丁目２７１２,017-735-1035,食品、食材（その他）
長尾果物店,青森県青森市中央１丁目２７１２,017-735-1035,食品、食材（その他）
たけうち青果店,青森県青森市古川１丁目１１１６,017-776-4881,食品、食材（その他）
株式会社りんごや,青森県弘前市大字城東中央３丁目８９,0172-27-8646,食品、食材（その他）
りんご販売,青森県弘前市大字清水富田字寺沢５３２,0172-37-2617,食品、食材（その他）
渡辺青果,青森県青森市新町１丁目３２２,017-723-2028,食品、食材（その他）
